city,month_2025,avg_pm25,notes
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,36,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,34,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,September,28,Satisfactory; relatively cleaner air.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,36,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,November,37,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,38,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,September,35,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,37,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,November,39,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,September,36,Satisfactory; relatively cleaner air.
Bengaluru,November,41,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,38,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,32,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,29,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,November,42,Satisfactory–Moderate.
Bengaluru,October,32,Satisfactory–Moderate.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,September,33,Satisfactory; relatively cleaner air.
Bengaluru,October,34,Satisfactory–Moderate.
Bengaluru,September,30,Satisfactory; relatively cleaner air.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,October,35,Satisfactory–Moderate.
Bengaluru,October,33,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,November,40,Satisfactory–Moderate.
Bengaluru,September,31,Satisfactory; relatively cleaner air.
Bengaluru,November,35,Satisfactory–Moderate.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,October,72,Poor; rising winter inversion.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,78,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,September,64,At Indian NAAQS limit.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,November,86,Very Poor; health risk for sensitive groups.
Kolkata,November,85,Very Poor; health risk for sensitive groups.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,November,84,Very Poor; health risk for sensitive groups.
Kolkata,November,87,Very Poor; health risk for sensitive groups.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,October,68,Poor; rising winter inversion.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,October,75,Poor; rising winter inversion.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,65,At Indian NAAQS limit.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,November,90,Very Poor; health risk for sensitive groups.
Kolkata,October,69,Poor; rising winter inversion.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,September,62,At Indian NAAQS limit.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,September,57,At Indian NAAQS limit.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,November,80,Very Poor; health risk for sensitive groups.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,September,61,At Indian NAAQS limit.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,November,82,Very Poor; health risk for sensitive groups.
Kolkata,September,59,At Indian NAAQS limit.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,October,70,Poor; rising winter inversion.
Kolkata,November,83,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
Kolkata,October,77,Poor; rising winter inversion.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,November,81,Very Poor; health risk for sensitive groups.
Kolkata,November,79,Very Poor; health risk for sensitive groups.
Kolkata,October,76,Poor; rising winter inversion.
Kolkata,October,73,Poor; rising winter inversion.
Kolkata,November,81,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,September,58,At Indian NAAQS limit.
Kolkata,October,71,Poor; rising winter inversion.
Kolkata,November,78,Very Poor; health risk for sensitive groups.
Kolkata,September,55,At Indian NAAQS limit.
Kolkata,October,74,Poor; rising winter inversion.
Kolkata,November,88,Very Poor; health risk for sensitive groups.
Kolkata,September,56,At Indian NAAQS limit.
Kolkata,September,60,At Indian NAAQS limit.
Kolkata,November,89,Very Poor; health risk for sensitive groups.
Kolkata,September,63,At Indian NAAQS limit.
